Date,Country,% Change In Waze Driven Miles/KMs
"Jun 10, 2021",Spain,0.17
"Jun 10, 2021",France,0.22
"Jun 9, 2021",Malaysia,-0.58
"Jun 9, 2021",United States,-0.01
"Jun 9, 2021",Italy,0.05
"Jun 9, 2021",Spain,0.12
"Jun 9, 2021",France,0.18
"Jun 8, 2021",Malaysia,-0.56
"Jun 8, 2021",United States,-0.05
"Jun 8, 2021",Spain,0.1
"Jun 8, 2021",Italy,0.13
"Jun 8, 2021",France,0.21
"Jun 7, 2021",Malaysia,-0.68
"Jun 7, 2021",United States,-0.01
"Jun 7, 2021",Spain,0.11
"Jun 7, 2021",Italy,0.11
"Jun 7, 2021",France,0.19
"Jun 6, 2021",Malaysia,-0.74
"Jun 6, 2021",France,0.15
"Jun 6, 2021",United States,0.17
"Jun 6, 2021",Spain,0.19
"Jun 6, 2021",Italy,0.23
"Jun 5, 2021",Malaysia,-0.73
"Jun 5, 2021",France,-0.11
"Jun 5, 2021",United States,0.03
"Jun 5, 2021",Spain,0.05
"Jun 5, 2021",Italy,0.07
"Jun 4, 2021",Malaysia,-0.68
"Jun 4, 2021",United States,-0.04
"Jun 4, 2021",Italy,0.01
"Jun 4, 2021",France,0.06
"Jun 4, 2021",Spain,0.07
"Jun 3, 2021",Malaysia,-0.64
"Jun 3, 2021",United States,0.0
"Jun 3, 2021",Italy,0.07
"Jun 3, 2021",Spain,0.11
"Jun 3, 2021",France,0.14
"Jun 2, 2021",Malaysia,-0.64
"Jun 2, 2021",United States,-0.01
"Jun 2, 2021",Spain,0.07
"Jun 2, 2021",France,0.12
"Jun 2, 2021",Italy,0.32
"Jun 1, 2021",Malaysia,-0.67
"Jun 1, 2021",Spain,0.04
"Jun 1, 2021",United States,0.15
"Jun 1, 2021",France,0.18
"Jun 1, 2021",Italy,0.24
"May 31, 2021",Malaysia,-0.19
"May 31, 2021",Spain,0.08
"May 31, 2021",Italy,0.08
"May 31, 2021",United States,0.1
"May 31, 2021",France,0.18
"May 30, 2021",Malaysia,-0.54
"May 30, 2021",United States,0.01
"May 30, 2021",Spain,0.1
"May 30, 2021",Italy,0.12
"May 30, 2021",France,0.15
"May 29, 2021",Malaysia,-0.55
"May 29, 2021",France,-0.09
"May 29, 2021",United States,0.08
"May 29, 2021",Spain,0.09
"May 29, 2021",Italy,0.2
"May 28, 2021",Malaysia,-0.5
"May 28, 2021",Spain,0.03
"May 28, 2021",France,0.03
"May 28, 2021",Italy,0.05
"May 28, 2021",United States,0.12
"May 27, 2021",Malaysia,-0.43
"May 27, 2021",Italy,0.01
"May 27, 2021",United States,0.04
"May 27, 2021",Spain,0.08
"May 27, 2021",France,0.15
"May 26, 2021",Malaysia,-0.55
"May 26, 2021",Italy,-0.02
"May 26, 2021",United States,-0.01
"May 26, 2021",Spain,0.04
"May 26, 2021",France,0.13
"May 25, 2021",Malaysia,-0.39
"May 25, 2021",United States,-0.06
"May 25, 2021",Spain,0.04
"May 25, 2021",Italy,0.06
"May 25, 2021",France,0.33
"May 24, 2021",Malaysia,-0.34
"May 24, 2021",United States,-0.06
"May 24, 2021",Italy,0.05
"May 24, 2021",Spain,0.19
"May 24, 2021",France,0.64
"May 23, 2021",Malaysia,-0.59
"May 23, 2021",France,-0.06
"May 23, 2021",Spain,0.07
"May 23, 2021",Italy,0.11
"May 23, 2021",United States,0.12
"May 22, 2021",Malaysia,-0.57
"May 22, 2021",Italy,0.0
"May 22, 2021",United States,0.01
"May 22, 2021",France,0.09
"May 22, 2021",Spain,0.12
"May 21, 2021",Malaysia,-0.43
"May 21, 2021",United States,-0.02
"May 21, 2021",Italy,0.01
"May 21, 2021",Spain,0.13
"May 21, 2021",France,0.26
"May 20, 2021",Malaysia,-0.35
"May 20, 2021",United States,-0.06
"May 20, 2021",Italy,-0.02
"May 20, 2021",Spain,0.08
"May 20, 2021",France,0.16
"May 19, 2021",Malaysia,-0.31
"May 19, 2021",United States,-0.05
"May 19, 2021",Italy,-0.04
"May 19, 2021",Spain,0.05
"May 19, 2021",France,0.16
"May 18, 2021",Malaysia,-0.31
"May 18, 2021",United States,-0.1
"May 18, 2021",Italy,0.01
"May 18, 2021",Spain,0.01
"May 18, 2021",France,0.12
"May 17, 2021",Malaysia,-0.3
"May 17, 2021",United States,-0.1
"May 17, 2021",Italy,-0.02
"May 17, 2021",Spain,0.07
"May 17, 2021",France,0.22
"May 16, 2021",Malaysia,-0.54
"May 16, 2021",Italy,-0.09
"May 16, 2021",United States,0.1
"May 16, 2021",Spain,0.14
"May 16, 2021",France,0.59
"May 15, 2021",Malaysia,-0.6
"May 15, 2021",France,-0.14
"May 15, 2021",Italy,-0.11
"May 15, 2021",United States,-0.01
"May 15, 2021",Spain,0.1
"May 14, 2021",Malaysia,-0.64
"May 14, 2021",France,-0.16
"May 14, 2021",Italy,-0.09
"May 14, 2021",United States,-0.06
"May 14, 2021",Spain,0.08
"May 13, 2021",Malaysia,-0.58
"May 13, 2021",United States,-0.05
"May 13, 2021",Italy,-0.05
"May 13, 2021",Spain,0.15
"May 13, 2021",France,0.57
"May 12, 2021",Malaysia,-0.26
"May 12, 2021",United States,-0.09
"May 12, 2021",Italy,-0.08
"May 12, 2021",Spain,0.03
"May 12, 2021",France,0.68
"May 11, 2021",Malaysia,-0.14
"May 11, 2021",United States,-0.1
"May 11, 2021",Italy,-0.06
"May 11, 2021",Spain,-0.05
"May 11, 2021",France,0.09
"May 10, 2021",Malaysia,-0.17
"May 10, 2021",United States,-0.07
"May 10, 2021",Spain,-0.07
"May 10, 2021",Italy,-0.03
"May 10, 2021",France,0.07
"May 9, 2021",Malaysia,-0.4
"May 9, 2021",Spain,-0.25
"May 9, 2021",France,-0.03
"May 9, 2021",Italy,0.06
"May 9, 2021",United States,0.08
"May 8, 2021",Malaysia,-0.44
"May 8, 2021",France,-0.18
"May 8, 2021",Spain,-0.11
"May 8, 2021",Italy,-0.05
"May 8, 2021",United States,0.0
"May 7, 2021",Malaysia,-0.32
"May 7, 2021",Spain,-0.22
"May 7, 2021",Italy,-0.09
"May 7, 2021",France,-0.05
"May 7, 2021",United States,-0.03
"May 6, 2021",Spain,-0.14
"May 6, 2021",Malaysia,-0.13
"May 6, 2021",Italy,-0.11
"May 6, 2021",United States,-0.04
"May 6, 2021",France,0.02
"May 5, 2021",Italy,-0.11
"May 5, 2021",United States,-0.1
"May 5, 2021",Spain,-0.09
"May 5, 2021",France,0.04
"May 5, 2021",Malaysia,0.08
"May 4, 2021",United States,-0.13
"May 4, 2021",Spain,-0.1
"May 4, 2021",Malaysia,-0.08
"May 4, 2021",Italy,-0.05
"May 4, 2021",France,0.04
"May 3, 2021",United States,-0.11
"May 3, 2021",Spain,-0.11
"May 3, 2021",Malaysia,-0.06
"May 3, 2021",Italy,-0.05
"May 3, 2021",France,0.06
"May 2, 2021",France,-0.38
"May 2, 2021",Spain,-0.36
"May 2, 2021",Malaysia,-0.25
"May 2, 2021",Italy,-0.09
"May 2, 2021",United States,0.06
"May 1, 2021",France,-0.52
"May 1, 2021",Malaysia,-0.32
"May 1, 2021",Italy,-0.27
"May 1, 2021",Spain,-0.26
"May 1, 2021",United States,-0.03
"Apr 30, 2021",France,-0.24
"Apr 30, 2021",Spain,-0.19
"Apr 30, 2021",Malaysia,-0.19
"Apr 30, 2021",Italy,-0.07
"Apr 30, 2021",United States,-0.04
"Apr 29, 2021",Malaysia,-0.15
"Apr 29, 2021",Italy,-0.13
"Apr 29, 2021",Spain,-0.11
"Apr 29, 2021",France,-0.11
"Apr 29, 2021",United States,-0.07
"Apr 28, 2021",Spain,-0.13
"Apr 28, 2021",Italy,-0.12
"Apr 28, 2021",United States,-0.1
"Apr 28, 2021",France,-0.08
"Apr 28, 2021",Malaysia,-0.04
"Apr 27, 2021",Spain,-0.17
"Apr 27, 2021",United States,-0.13
"Apr 27, 2021",Italy,-0.11
"Apr 27, 2021",France,-0.11
"Apr 27, 2021",Malaysia,-0.08
"Apr 26, 2021",Spain,-0.19
"Apr 26, 2021",Italy,-0.14
"Apr 26, 2021",United States,-0.13
"Apr 26, 2021",France,-0.11
"Apr 26, 2021",Malaysia,-0.07
"Apr 25, 2021",Italy,-0.47
"Apr 25, 2021",Spain,-0.46
"Apr 25, 2021",France,-0.35
"Apr 25, 2021",Malaysia,-0.26
"Apr 25, 2021",United States,0.01
"Apr 24, 2021",France,-0.42
"Apr 24, 2021",Italy,-0.41
"Apr 24, 2021",Spain,-0.33
"Apr 24, 2021",Malaysia,-0.26
"Apr 24, 2021",United States,-0.07
"Apr 23, 2021",Spain,-0.31
"Apr 23, 2021",Italy,-0.28
"Apr 23, 2021",France,-0.27
"Apr 23, 2021",Malaysia,-0.21
"Apr 23, 2021",United States,-0.07
"Apr 22, 2021",Italy,-0.24
"Apr 22, 2021",Spain,-0.15
"Apr 22, 2021",Malaysia,-0.12
"Apr 22, 2021",France,-0.11
"Apr 22, 2021",United States,-0.09
"Apr 21, 2021",Italy,-0.21
"Apr 21, 2021",Spain,-0.14
"Apr 21, 2021",United States,-0.12
"Apr 21, 2021",Malaysia,-0.1
"Apr 21, 2021",France,-0.08
"Apr 20, 2021",Italy,-0.19
"Apr 20, 2021",Spain,-0.17
"Apr 20, 2021",United States,-0.13
"Apr 20, 2021",France,-0.12
"Apr 20, 2021",Malaysia,-0.09
"Apr 19, 2021",Italy,-0.2
"Apr 19, 2021",Spain,-0.19
"Apr 19, 2021",United States,-0.13
"Apr 19, 2021",France,-0.1
"Apr 19, 2021",Malaysia,-0.08
"Apr 18, 2021",Italy,-0.55
"Apr 18, 2021",France,-0.43
"Apr 18, 2021",Spain,-0.41
"Apr 18, 2021",Malaysia,-0.23
"Apr 18, 2021",United States,0.03
"Apr 17, 2021",Italy,-0.46
"Apr 17, 2021",France,-0.46
"Apr 17, 2021",Spain,-0.33
"Apr 17, 2021",Malaysia,-0.25
"Apr 17, 2021",United States,-0.08
"Apr 16, 2021",Italy,-0.31
"Apr 16, 2021",Spain,-0.31
"Apr 16, 2021",France,-0.28
"Apr 16, 2021",Malaysia,-0.18
"Apr 16, 2021",United States,-0.11
"Apr 15, 2021",Italy,-0.25
"Apr 15, 2021",Spain,-0.18
"Apr 15, 2021",France,-0.12
"Apr 15, 2021",United States,-0.11
"Apr 15, 2021",Malaysia,-0.1
"Apr 14, 2021",Italy,-0.24
"Apr 14, 2021",Spain,-0.16
"Apr 14, 2021",United States,-0.12
"Apr 14, 2021",France,-0.1
"Apr 14, 2021",Malaysia,-0.07
"Apr 13, 2021",Italy,-0.2
"Apr 13, 2021",Spain,-0.17
"Apr 13, 2021",United States,-0.15
"Apr 13, 2021",Malaysia,-0.1
"Apr 13, 2021",France,-0.1
"Apr 12, 2021",Italy,-0.23
"Apr 12, 2021",Spain,-0.18
"Apr 12, 2021",United States,-0.14
"Apr 12, 2021",France,-0.12
"Apr 12, 2021",Malaysia,0.07
"Apr 11, 2021",Italy,-0.59
"Apr 11, 2021",France,-0.51
"Apr 11, 2021",Spain,-0.46
"Apr 11, 2021",Malaysia,0.0
"Apr 11, 2021",United States,0.03
"Apr 10, 2021",Italy,-0.51
"Apr 10, 2021",France,-0.51
"Apr 10, 2021",Spain,-0.37
"Apr 10, 2021",United States,-0.04
"Apr 10, 2021",Malaysia,0.0
"Apr 9, 2021",Italy,-0.34
"Apr 9, 2021",Spain,-0.33
"Apr 9, 2021",France,-0.31
"Apr 9, 2021",United States,-0.07
"Apr 9, 2021",Malaysia,-0.01
"Apr 8, 2021",Italy,-0.31
"Apr 8, 2021",France,-0.17
"Apr 8, 2021",Spain,-0.16
"Apr 8, 2021",United States,-0.05
"Apr 8, 2021",Malaysia,0.02
"Apr 7, 2021",Italy,-0.25
"Apr 7, 2021",Spain,-0.14
"Apr 7, 2021",France,-0.14
"Apr 7, 2021",United States,-0.06
"Apr 7, 2021",Malaysia,0.03
"Apr 6, 2021",Spain,-0.11
"Apr 6, 2021",United States,-0.06
"Apr 6, 2021",Italy,-0.05
"Apr 6, 2021",France,-0.04
"Apr 6, 2021",Malaysia,0.05
"Apr 5, 2021",Italy,-0.5
"Apr 5, 2021",Spain,0.0
"Apr 5, 2021",United States,0.02
"Apr 5, 2021",Malaysia,0.03
"Apr 5, 2021",France,0.21
"Apr 4, 2021",Italy,-0.76
"Apr 4, 2021",France,-0.38
"Apr 4, 2021",Spain,-0.22
"Apr 4, 2021",Malaysia,-0.01
"Apr 4, 2021",United States,0.0
"Apr 3, 2021",Italy,-0.59
"Apr 3, 2021",Spain,-0.21
"Apr 3, 2021",France,-0.16
"Apr 3, 2021",United States,-0.04
"Apr 3, 2021",Malaysia,-0.03
"Apr 2, 2021",Spain,-0.47
"Apr 2, 2021",Italy,-0.35
"Apr 2, 2021",Malaysia,-0.05
"Apr 2, 2021",France,-0.03
"Apr 2, 2021",United States,0.01
"Apr 1, 2021",Italy,-0.22
"Apr 1, 2021",Spain,-0.15
"Apr 1, 2021",United States,-0.01
"Apr 1, 2021",Malaysia,0.01
"Apr 1, 2021",France,0.01
"Mar 31, 2021",Italy,-0.23
"Mar 31, 2021",United States,-0.08
"Mar 31, 2021",France,0.0
"Mar 31, 2021",Malaysia,0.04
"Mar 31, 2021",Spain,0.06
"Mar 30, 2021",Italy,-0.25
"Mar 30, 2021",United States,-0.11
"Mar 30, 2021",Spain,-0.09
"Mar 30, 2021",France,-0.04
"Mar 30, 2021",Malaysia,0.01
"Mar 29, 2021",Italy,-0.33
"Mar 29, 2021",Spain,-0.16
"Mar 29, 2021",United States,-0.15
"Mar 29, 2021",France,-0.03
"Mar 29, 2021",Malaysia,0.01
"Mar 28, 2021",Italy,-0.67
"Mar 28, 2021",Spain,-0.37
"Mar 28, 2021",France,-0.26
"Mar 28, 2021",Malaysia,-0.05
"Mar 28, 2021",United States,-0.03
"Mar 27, 2021",Italy,-0.58
"Mar 27, 2021",France,-0.39
"Mar 27, 2021",Spain,-0.19
"Mar 27, 2021",Malaysia,-0.08
"Mar 27, 2021",United States,-0.04
"Mar 26, 2021",Italy,-0.41
"Mar 26, 2021",Spain,-0.25
"Mar 26, 2021",France,-0.18
"Mar 26, 2021",United States,-0.09
"Mar 26, 2021",Malaysia,-0.09
"Mar 25, 2021",Italy,-0.36
"Mar 25, 2021",United States,-0.13
"Mar 25, 2021",Malaysia,-0.07
"Mar 25, 2021",France,-0.05
"Mar 25, 2021",Spain,-0.04
"Mar 24, 2021",Italy,-0.35
"Mar 24, 2021",United States,-0.16
"Mar 24, 2021",Spain,-0.09
"Mar 24, 2021",Malaysia,-0.05
"Mar 24, 2021",France,-0.04
"Mar 23, 2021",Italy,-0.33
"Mar 23, 2021",United States,-0.18
"Mar 23, 2021",Spain,-0.16
"Mar 23, 2021",Malaysia,-0.04
"Mar 23, 2021",France,-0.03
"Mar 22, 2021",Italy,-0.34
"Mar 22, 2021",Spain,-0.18
"Mar 22, 2021",United States,-0.16
"Mar 22, 2021",Malaysia,-0.05
"Mar 22, 2021",France,-0.03
"Mar 21, 2021",Italy,-0.7
"Mar 21, 2021",Spain,-0.35
"Mar 21, 2021",France,-0.27
"Mar 21, 2021",Malaysia,-0.13
"Mar 21, 2021",United States,0.01
"Mar 20, 2021",Italy,-0.64
"Mar 20, 2021",France,-0.39
"Mar 20, 2021",Spain,-0.34
"Mar 20, 2021",Malaysia,-0.13
"Mar 20, 2021",United States,-0.07
"Mar 19, 2021",Spain,-0.45
"Mar 19, 2021",Italy,-0.45
"Mar 19, 2021",Malaysia,-0.13
"Mar 19, 2021",United States,-0.11
"Mar 19, 2021",France,-0.1
"Mar 18, 2021",Italy,-0.39
"Mar 18, 2021",United States,-0.14
"Mar 18, 2021",Malaysia,-0.09
"Mar 18, 2021",Spain,-0.08
"Mar 18, 2021",France,-0.03
"Mar 17, 2021",Italy,-0.38
"Mar 17, 2021",United States,-0.16
"Mar 17, 2021",Spain,-0.13
"Mar 17, 2021",Malaysia,-0.06
"Mar 17, 2021",France,-0.02
"Mar 16, 2021",Italy,-0.34
"Mar 16, 2021",United States,-0.2
"Mar 16, 2021",Spain,-0.15
"Mar 16, 2021",Malaysia,-0.06
"Mar 16, 2021",France,-0.01
"Mar 15, 2021",Italy,-0.37
"Mar 15, 2021",United States,-0.2
"Mar 15, 2021",Spain,-0.2
"Mar 15, 2021",Malaysia,-0.05
"Mar 15, 2021",France,-0.01
"Mar 14, 2021",Italy,-0.55
"Mar 14, 2021",Spain,-0.43
"Mar 14, 2021",France,-0.22
"Mar 14, 2021",Malaysia,-0.15
"Mar 14, 2021",United States,-0.04
"Mar 13, 2021",Italy,-0.47
"Mar 13, 2021",Spain,-0.32
"Mar 13, 2021",France,-0.31
"Mar 13, 2021",Malaysia,-0.15
"Mar 13, 2021",United States,-0.1
"Mar 12, 2021",Italy,-0.35
"Mar 12, 2021",Spain,-0.31
"Mar 12, 2021",United States,-0.15
"Mar 12, 2021",France,-0.15
"Mar 12, 2021",Malaysia,-0.14
"Mar 11, 2021",Italy,-0.3
"Mar 11, 2021",Spain,-0.2
"Mar 11, 2021",United States,-0.17
"Mar 11, 2021",Malaysia,-0.11
"Mar 11, 2021",France,-0.04
"Mar 10, 2021",Italy,-0.28
"Mar 10, 2021",United States,-0.19
"Mar 10, 2021",Spain,-0.18
"Mar 10, 2021",Malaysia,-0.06
"Mar 10, 2021",France,-0.02
"Mar 9, 2021",Italy,-0.22
"Mar 9, 2021",United States,-0.22
"Mar 9, 2021",Spain,-0.21
"Mar 9, 2021",Malaysia,-0.07
"Mar 9, 2021",France,-0.01
"Mar 8, 2021",Italy,-0.27
"Mar 8, 2021",Spain,-0.24
"Mar 8, 2021",United States,-0.21
"Mar 8, 2021",Malaysia,-0.08
"Mar 8, 2021",France,-0.06
"Mar 7, 2021",Italy,-0.54
"Mar 7, 2021",Spain,-0.5
"Mar 7, 2021",Malaysia,-0.18
"Mar 7, 2021",France,-0.12
"Mar 7, 2021",United States,-0.12
"Mar 6, 2021",Italy,-0.49
"Mar 6, 2021",Spain,-0.38
"Mar 6, 2021",France,-0.2
"Mar 6, 2021",Malaysia,-0.2
"Mar 6, 2021",United States,-0.16
"Mar 5, 2021",Spain,-0.35
"Mar 5, 2021",Italy,-0.34
"Mar 5, 2021",United States,-0.19
"Mar 5, 2021",Malaysia,-0.19
"Mar 5, 2021",France,-0.12
"Mar 4, 2021",Spain,-0.25
"Mar 4, 2021",Italy,-0.24
"Mar 4, 2021",Malaysia,-0.21
"Mar 4, 2021",United States,-0.2
"Mar 4, 2021",France,-0.01
"Mar 3, 2021",Italy,-0.23
"Mar 3, 2021",United States,-0.22
"Mar 3, 2021",Spain,-0.2
"Mar 3, 2021",Malaysia,-0.18
"Mar 3, 2021",France,0.02
"Mar 2, 2021",United States,-0.25
"Mar 2, 2021",Spain,-0.22
"Mar 2, 2021",Malaysia,-0.19
"Mar 2, 2021",Italy,-0.18
"Mar 2, 2021",France,0.02
"Mar 1, 2021",United States,-0.25
"Mar 1, 2021",Spain,-0.24
"Mar 1, 2021",Italy,-0.22
"Mar 1, 2021",Malaysia,-0.19
"Mar 1, 2021",France,0.03
"Feb 28, 2021",Spain,-0.5
"Feb 28, 2021",Malaysia,-0.34
"Feb 28, 2021",Italy,-0.29
"Feb 28, 2021",United States,-0.17
"Feb 28, 2021",France,0.04
"Feb 27, 2021",Spain,-0.39
"Feb 27, 2021",Malaysia,-0.36
"Feb 27, 2021",Italy,-0.32
"Feb 27, 2021",United States,-0.21
"Feb 27, 2021",France,-0.04
"Feb 26, 2021",Spain,-0.37
"Feb 26, 2021",Malaysia,-0.29
"Feb 26, 2021",Italy,-0.26
"Feb 26, 2021",United States,-0.23
"Feb 26, 2021",France,-0.07
"Feb 25, 2021",Spain,-0.25
"Feb 25, 2021",Malaysia,-0.24
"Feb 25, 2021",United States,-0.23
"Feb 25, 2021",Italy,-0.22
"Feb 25, 2021",France,0.04
"Feb 24, 2021",Malaysia,-0.23
"Feb 24, 2021",United States,-0.23
"Feb 24, 2021",Spain,-0.22
"Feb 24, 2021",Italy,-0.2
"Feb 24, 2021",France,0.08
"Feb 23, 2021",United States,-0.27
"Feb 23, 2021",Spain,-0.26
"Feb 23, 2021",Malaysia,-0.24
"Feb 23, 2021",Italy,-0.16
"Feb 23, 2021",France,0.0
"Feb 22, 2021",United States,-0.31
"Feb 22, 2021",Spain,-0.27
"Feb 22, 2021",Malaysia,-0.23
"Feb 22, 2021",Italy,-0.2
"Feb 22, 2021",France,0.05
"Feb 21, 2021",Spain,-0.57
"Feb 21, 2021",Malaysia,-0.4
"Feb 21, 2021",Italy,-0.31
"Feb 21, 2021",United States,-0.24
"Feb 21, 2021",France,0.02
"Feb 20, 2021",Malaysia,-0.44
"Feb 20, 2021",Spain,-0.43
"Feb 20, 2021",Italy,-0.31
"Feb 20, 2021",United States,-0.29
"Feb 20, 2021",France,-0.05
"Feb 19, 2021",Spain,-0.4
"Feb 19, 2021",United States,-0.39
"Feb 19, 2021",Malaysia,-0.38
"Feb 19, 2021",Italy,-0.27
"Feb 19, 2021",France,-0.1
"Feb 18, 2021",United States,-0.42
"Feb 18, 2021",Malaysia,-0.36
"Feb 18, 2021",Spain,-0.25
"Feb 18, 2021",Italy,-0.21
"Feb 18, 2021",France,-0.01
"Feb 17, 2021",Malaysia,-0.33
"Feb 17, 2021",United States,-0.31
"Feb 17, 2021",Spain,-0.26
"Feb 17, 2021",Italy,-0.19
"Feb 17, 2021",France,0.02
"Feb 16, 2021",United States,-0.37
"Feb 16, 2021",Malaysia,-0.34
"Feb 16, 2021",Spain,-0.27
"Feb 16, 2021",Italy,-0.14
"Feb 16, 2021",France,0.0
"Feb 15, 2021",United States,-0.35
"Feb 15, 2021",Malaysia,-0.35
"Feb 15, 2021",Spain,-0.32
"Feb 15, 2021",Italy,-0.19
"Feb 15, 2021",France,-0.06
"Feb 14, 2021",Spain,-0.58
"Feb 14, 2021",Malaysia,-0.49
"Feb 14, 2021",Italy,-0.36
"Feb 14, 2021",United States,-0.31
"Feb 14, 2021",France,-0.19
"Feb 13, 2021",Malaysia,-0.62
"Feb 13, 2021",Spain,-0.49
"Feb 13, 2021",Italy,-0.41
"Feb 13, 2021",United States,-0.28
"Feb 13, 2021",France,-0.23
"Feb 12, 2021",Malaysia,-0.64
"Feb 12, 2021",Spain,-0.43
"Feb 12, 2021",Italy,-0.27
"Feb 12, 2021",United States,-0.26
"Feb 12, 2021",France,-0.21
"Feb 11, 2021",Malaysia,-0.36
"Feb 11, 2021",Spain,-0.32
"Feb 11, 2021",United States,-0.29
"Feb 11, 2021",Italy,-0.2
"Feb 11, 2021",France,-0.1
"Feb 10, 2021",Spain,-0.31
"Feb 10, 2021",United States,-0.28
"Feb 10, 2021",Italy,-0.24
"Feb 10, 2021",Malaysia,-0.22
"Feb 10, 2021",France,-0.17
"Feb 9, 2021",Spain,-0.32
"Feb 9, 2021",United States,-0.31
"Feb 9, 2021",Malaysia,-0.24
"Feb 9, 2021",Italy,-0.17
"Feb 9, 2021",France,-0.07
"Feb 8, 2021",Spain,-0.34
"Feb 8, 2021",United States,-0.33
"Feb 8, 2021",Malaysia,-0.27
"Feb 8, 2021",Italy,-0.21
"Feb 8, 2021",France,-0.08
"Feb 7, 2021",Spain,-0.66
"Feb 7, 2021",Malaysia,-0.53
"Feb 7, 2021",Italy,-0.49
"Feb 7, 2021",United States,-0.33
"Feb 7, 2021",France,-0.29
"Feb 6, 2021",Spain,-0.6
"Feb 6, 2021",Malaysia,-0.52
"Feb 6, 2021",France,-0.33
"Feb 6, 2021",Italy,-0.32
"Feb 6, 2021",United States,-0.26
"Feb 5, 2021",Spain,-0.47
"Feb 5, 2021",Malaysia,-0.43
"Feb 5, 2021",Italy,-0.3
"Feb 5, 2021",United States,-0.29
"Feb 5, 2021",France,-0.22
"Feb 4, 2021",Malaysia,-0.37
"Feb 4, 2021",Spain,-0.35
"Feb 4, 2021",United States,-0.27
"Feb 4, 2021",Italy,-0.25
"Feb 4, 2021",France,-0.1
"Feb 3, 2021",Malaysia,-0.36
"Feb 3, 2021",Spain,-0.34
"Feb 3, 2021",United States,-0.3
"Feb 3, 2021",Italy,-0.27
"Feb 3, 2021",France,-0.13
"Feb 2, 2021",United States,-0.43
"Feb 2, 2021",Malaysia,-0.36
"Feb 2, 2021",Spain,-0.35
"Feb 2, 2021",Italy,-0.21
"Feb 2, 2021",France,-0.11
"Feb 1, 2021",United States,-0.43
"Feb 1, 2021",Malaysia,-0.4
"Feb 1, 2021",Spain,-0.36
"Feb 1, 2021",Italy,-0.23
"Feb 1, 2021",France,-0.08
"Jan 31, 2021",Spain,-0.67
"Jan 31, 2021",Italy,-0.6
"Jan 31, 2021",Malaysia,-0.59
"Jan 31, 2021",United States,-0.28
"Jan 31, 2021",France,-0.23
"Jan 30, 2021",Spain,-0.59
"Jan 30, 2021",Malaysia,-0.57
"Jan 30, 2021",Italy,-0.52
"Jan 30, 2021",France,-0.32
"Jan 30, 2021",United States,-0.27
"Jan 29, 2021",Malaysia,-0.48
"Jan 29, 2021",Spain,-0.48
"Jan 29, 2021",Italy,-0.36
"Jan 29, 2021",United States,-0.28
"Jan 29, 2021",France,-0.19
"Jan 28, 2021",Malaysia,-0.53
"Jan 28, 2021",Spain,-0.35
"Jan 28, 2021",Italy,-0.3
"Jan 28, 2021",United States,-0.29
"Jan 28, 2021",France,-0.09
"Jan 27, 2021",Malaysia,-0.39
"Jan 27, 2021",Spain,-0.35
"Jan 27, 2021",Italy,-0.31
"Jan 27, 2021",United States,-0.3
"Jan 27, 2021",France,-0.12
"Jan 26, 2021",Malaysia,-0.4
"Jan 26, 2021",United States,-0.34
"Jan 26, 2021",Spain,-0.33
"Jan 26, 2021",Italy,-0.23
"Jan 26, 2021",France,-0.05
"Jan 25, 2021",Malaysia,-0.41
"Jan 25, 2021",Spain,-0.37
"Jan 25, 2021",United States,-0.32
"Jan 25, 2021",Italy,-0.29
"Jan 25, 2021",France,-0.08
"Jan 24, 2021",Spain,-0.67
"Jan 24, 2021",Italy,-0.64
"Jan 24, 2021",Malaysia,-0.64
"Jan 24, 2021",France,-0.3
"Jan 24, 2021",United States,-0.27
"Jan 23, 2021",Malaysia,-0.63
"Jan 23, 2021",Spain,-0.59
"Jan 23, 2021",Italy,-0.58
"Jan 23, 2021",France,-0.37
"Jan 23, 2021",United States,-0.28
"Jan 22, 2021",Malaysia,-0.54
"Jan 22, 2021",Spain,-0.5
"Jan 22, 2021",Italy,-0.39
"Jan 22, 2021",United States,-0.3
"Jan 22, 2021",France,-0.23
"Jan 21, 2021",Malaysia,-0.45
"Jan 21, 2021",Spain,-0.36
"Jan 21, 2021",Italy,-0.35
"Jan 21, 2021",United States,-0.29
"Jan 21, 2021",France,-0.11
"Jan 20, 2021",Malaysia,-0.44
"Jan 20, 2021",Spain,-0.33
"Jan 20, 2021",Italy,-0.32
"Jan 20, 2021",United States,-0.31
"Jan 20, 2021",France,-0.09
"Jan 19, 2021",Malaysia,-0.44
"Jan 19, 2021",Spain,-0.35
"Jan 19, 2021",Italy,-0.28
"Jan 19, 2021",United States,-0.25
"Jan 19, 2021",France,-0.08
"Jan 18, 2021",Malaysia,-0.44
"Jan 18, 2021",Spain,-0.38
"Jan 18, 2021",Italy,-0.3
"Jan 18, 2021",United States,-0.23
"Jan 18, 2021",France,-0.1
"Jan 17, 2021",Italy,-0.68
"Jan 17, 2021",Malaysia,-0.67
"Jan 17, 2021",Spain,-0.66
"Jan 17, 2021",France,-0.32
"Jan 17, 2021",United States,-0.25
"Jan 16, 2021",Malaysia,-0.66
"Jan 16, 2021",Spain,-0.57
"Jan 16, 2021",Italy,-0.53
"Jan 16, 2021",France,-0.46
"Jan 16, 2021",United States,-0.24
"Jan 15, 2021",Spain,-0.57
